1.25609,0.72716,5.77767,-0.00182,2.89738,5.77985,-1.25815,5.07662,5.7824,-2.51327,7.25445,5.77847,3.76521,0.72633,5.77874,2.51274,2.90145,5.77737,1.2553,5.07812,5.77802,0.0003,7.25318,5.77914,6.27902,0.72627,5.77798,5.02682,2.90104,5.7824,3.77238,5.07698,5.78107,2.51831,7.25458,5.78151,8.7896,0.72748,5.78293,7.53863,2.89881,5.78038,6.28255,5.07371,5.7805,5.02584,7.25329,5.77547,0.00246,1.4537,1.92648,-1.25916,3.62753,1.9268,-2.51528,5.80227,1.9234,-3.76734,7.97487,1.92755,2.51215,1.4521,1.92406,1.25442,3.62668,1.92956,0.00166,5.79945,1.92566,-1.25827,7.97975,1.92637,5.02883,1.45074,1.93159,3.7663,3.62634,1.9254,2.5111,5.80345,1.92747,1.25116,7.9777,1.92733,7.5383,1.4489,1.92353,6.27639,3.62359,1.92468,5.02038,5.80279,1.92386,3.76668,7.97954,1.92445,1.25893,0.72517,1.92267,0.00075,2.90275,1.92716,-1.26228,5.07808,1.92314,-2.51179,7.25152,1.92714,3.77176,0.72529,1.92903,2.51196,2.9035,1.92976,1.25445,5.07768,1.92877,-0.00137,7.251,1.92699,6.28682,0.72579,1.93025,5.02414,2.8968,1.92672,3.77134,5.0799,1.9236,2.50969,7.25358,1.91856,8.79465,0.72608,1.91962,7.53787,2.90189,1.9209,6.27934,5.07636,1.92866,5.02338,7.25006,1.92886,-0.00149,1.45319,5.78,-1.25761,3.62548,5.77135,-2.51124,5.79882,5.78218,-3.77129,7.97835,5.77403,2.51258,1.4523,5.77839,1.25536,3.62422,5.77828,-0.00191,5.80458,5.7815,-1.25617,7.97846,5.78035,5.02227,1.44915,5.77999,3.77002,3.62661,5.77769,2.51278,5.80245,5.78363,1.25323,7.97458,5.78245,7.5336,1.44674,5.78513,6.2842,3.62045,5.78198,5.02557,5.80461,5.7803,3.76923,7.9794,5.77754
1.25644,0.72707,5.77768,-0.00127,2.89711,5.78026,-1.25788,5.07707,5.7823,-2.5134,7.25363,5.7786,3.76474,0.72675,5.77916,2.51262,2.90129,5.77725,1.25505,5.07712,5.77736,0.00091,7.2528,5.77867,6.27893,0.72566,5.77746,5.02701,2.90078,5.78229,3.77128,5.07778,5.78144,2.51813,7.25453,5.78062,8.78912,0.7276,5.78272,7.53805,2.8978,5.78015,6.28273,5.07341,5.78063,5.02632,7.25348,5.77434,0.00306,1.45382,1.92579,-1.25874,3.6283,1.92714,-2.51463,5.80259,1.923,-3.76712,7.9749,1.92806,2.51274,1.4519,1.92415,1.25381,3.62652,1.93015,0.00195,5.79959,1.92585,-1.25863,7.97937,1.92654,5.02978,1.45059,1.93227,3.76598,3.62604,1.92522,2.51133,5.8044,1.92765,1.25082,7.97836,1.92766,7.53801,1.44925,1.92272,6.27664,3.62347,1.92335,5.02119,5.8033,1.92382,3.76695,7.98007,1.9238,1.25872,0.72557,1.92224,0.00127,2.90381,1.92733,-1.2625,5.07784,1.92286,-2.51204,7.25127,1.92676,3.77165,0.72517,1.92952,2.51235,2.90406,1.92916,1.25469,5.07737,1.92979,-0.0012,7.25024,1.92751,6.28707,0.72622,1.93033,5.02423,2.89633,1.92642,3.77264,5.07983,1.92311,2.50967,7.25419,1.91783,8.79488,0.72662,1.91888,7.53784,2.90203,1.91999,6.27889,5.07562,1.92875,5.02283,7.24983,1.92795,-0.00134,1.4538,5.78023,-1.25771,3.62518,5.77042,-2.51098,5.79833,5.78249,-3.77184,7.97894,5.77284,2.5119,1.45293,5.77824,1.25594,3.62363,5.7782,-0.00158,5.80449,5.78226,-1.25622,7.97913,5.78107,5.02213,1.44896,5.78026,3.76947,3.62614,5.77766,2.5129,5.80227,5.78393,1.25362,7.9743,5.7822,7.53343,1.44585,5.78496,6.28446,3.62001,5.7818,5.02572,5.80486,5.78063,3.76985,7.98016,5.77667
1.25544,0.72766,5.77757,0.00707,2.89655,5.78005,-1.2549,5.07582,5.78206,-2.513,7.25041,5.78055,3.75932,0.72652,5.77828,2.51192,2.90005,5.77775,1.25557,5.07273,5.77726,0.00424,7.24817,5.77588,6.27534,0.72121,5.77766,5.03188,2.8972,5.77846,3.76584,5.08548,5.78059,2.51377,7.25391,5.77605,8.78983,0.72379,5.78435,7.53341,2.89481,5.78197,6.28103,5.07492,5.7784,5.02751,7.25519,5.77001,0.00412,1.45659,1.92524,-1.2568,3.63004,1.92725,-2.51568,5.80549,1.92085,-3.76615,7.97483,1.93314,2.51568,1.44982,1.92559,1.25179,3.6278,1.9327,0.00148,5.79945,1.92725,-1.26092,7.97579,1.92743,5.03095,1.44724,1.93433,3.76367,3.62538,1.92518,2.51396,5.8059,1.92986,1.25203,7.98072,1.9263,7.53751,1.45262,1.9188,6.28023,3.6247,1.9226,5.02535,5.80341,1.92593,3.76801,7.98132,1.92224,1.25848,0.72624,1.92199,0.00211,2.90718,1.92819,-1.26503,5.07716,1.91872,-2.51459,7.24755,1.92522,3.77102,0.72414,1.92869,2.51228,2.9042,1.92605,1.25468,5.07511,1.93565,6e-05,7.24943,1.9296,6.28472,0.72705,1.9323,5.02636,2.89647,1.92382,3.77332,5.07762,1.91935,2.51113,7.25708,1.91572,8.79751,0.72889,1.91529,7.53789,2.89922,1.9152,6.28037,5.07195,1.92993,5.02151,7.25028,1.92417,7e-05,1.45502,5.78122,-1.25815,3.6238,5.76907,-2.50971,5.7979,5.7842,-3.77311,7.98423,5.76787,2.50761,1.45451,5.7789,1.25611,3.62437,5.77372,-0.00209,5.80236,5.78448,-1.25938,7.98144,5.78187,5.02164,1.44997,5.77956,3.76392,3.62086,5.77558,2.51113,5.80333,5.78329,1.26085,7.97256,5.78297,7.52983,1.44358,5.78255,6.28356,3.61833,5.77919,5.02475,5.80619,5.78237,3.77063,7.98147,5.77218
1.25385,0.72361,5.77395,0.00834,2.91168,5.80277,-1.25604,5.08959,5.77714,-2.50074,7.26954,5.76111,3.77481,0.7434,5.7976,2.51796,2.90982,5.75499,1.25872,5.08907,5.7838,0.01167,7.26842,5.77087,6.28411,0.74318,5.77312,5.02369,2.91392,5.81089,3.76879,5.09765,5.76382,2.52036,7.27117,5.79865,8.79909,0.74691,5.77197,7.54715,2.91275,5.76714,6.28217,5.09087,5.76024,5.03275,7.25832,5.75457,0.01,1.45995,1.92565,-1.25665,3.64485,1.93795,-2.51452,5.81869,1.92275,-3.75472,7.98684,1.91575,2.52812,1.45568,1.91903,1.2632,3.60924,1.92668,0.00603,5.81762,1.91553,-1.23444,7.9755,1.94854,5.02917,1.44617,1.95065,3.77198,3.62311,1.94364,2.5319,5.80041,1.91698,1.27374,7.97407,1.8933,7.53445,1.45983,1.90846,6.2716,3.62923,1.93523,5.04889,5.80125,1.94166,3.76568,7.98644,1.93644,1.26871,0.73843,1.92088,0.00077,2.9015,1.93424,-1.25714,5.09246,1.94535,-2.50667,7.26905,1.91775,3.77659,0.71887,1.95464,2.5169,2.89891,1.92689,1.2718,5.07002,1.8863,0.00787,7.2541,1.9419,6.28892,0.72679,1.93028,5.02795,2.89458,1.91348,3.7935,5.07901,1.96672,2.51994,7.2551,1.90322,8.79642,0.74309,1.93516,7.53628,2.91384,1.93606,6.28155,5.08584,1.943,5.01831,7.26842,1.91607,0.01553,1.48122,5.77532,-1.26215,3.6377,5.76134,-2.51099,5.81032,5.77265,-3.76427,7.97761,5.78078,2.52327,1.45168,5.77647,1.27455,3.63755,5.7479,-0.00725,5.81428,5.80493,-1.2432,7.99428,5.7873,5.02267,1.4637,5.79551,3.7826,3.64246,5.78956,2.50363,5.81596,5.79157,1.25688,7.9888,5.77148,7.53352,1.46435,5.75511,6.27927,3.63263,5.80207,5.02169,5.81902,5.76331,3.78168,7.99556,5.79371
1.26404,0.73946,5.79236,0.01279,2.90842,5.78768,-1.25015,5.09152,5.77776,-2.49346,7.2652,5.76097,3.78347,0.74311,5.79524,2.51996,2.90958,5.76783,1.25579,5.08562,5.79361,0.00944,7.26798,5.77612,6.28609,0.74553,5.7723,5.02412,2.91529,5.82268,3.77394,5.11396,5.75983,2.51952,7.26847,5.79821,8.79912,0.75238,5.782,7.53466,2.91836,5.77519,6.28405,5.09798,5.76622,5.0372,7.26808,5.76909,-0.00586,1.45839,1.90585,-1.25213,3.63197,1.94326,-2.51899,5.82075,1.91724,-3.77017,7.99417,1.90938,2.51059,1.45001,1.91752,1.25353,3.61953,1.92434,0.01165,5.80941,1.92472,-1.24577,7.97864,1.94621,5.02832,1.44834,1.93987,3.77108,3.63047,1.93443,2.53353,5.80143,1.92214,1.27769,7.96766,1.90402,7.53864,1.45312,1.92568,6.27527,3.62974,1.92247,5.03343,5.80166,1.9362,3.77425,7.9982,1.94117,1.26923,0.7299,1.92538,-0.00051,2.9054,1.93798,-1.25949,5.09508,1.94482,-2.50667,7.27105,1.91194,3.77393,0.7204,1.95247,2.50729,2.8998,1.92641,1.26811,5.06615,1.88492,0.01137,7.25994,1.9319,6.2963,0.72526,1.9254,5.01997,2.90175,1.9177,3.80347,5.07606,1.96295,2.52772,7.2507,1.90266,8.80041,0.73695,1.93252,7.53879,2.90635,1.93011,6.27943,5.08545,1.94097,5.01708,7.26875,1.91422,0.01593,1.47649,5.7933,-1.25149,3.6367,5.76063,-2.50822,5.81731,5.7771,-3.75625,7.98528,5.79081,2.51966,1.45522,5.77278,1.27369,3.64442,5.75086,0.00212,5.81555,5.81517,-1.24509,7.98857,5.793,5.02998,1.46623,5.80224,3.78404,3.63821,5.7851,2.50372,5.81598,5.79428,1.25974,7.99843,5.77637,7.52816,1.46115,5.75285,6.28694,3.63102,5.80476,5.03163,5.82161,5.75245,3.78074,7.9908,5.78882
1.26759,0.74739,5.81151,0.01143,2.91337,5.78089,-1.24764,5.09005,5.78233,-2.48885,7.26047,5.76198,3.78267,0.74228,5.7922,2.52275,2.9093,5.77209,1.25482,5.08637,5.79692,0.00566,7.26786,5.78573,6.28325,0.73761,5.77466,5.03381,2.91177,5.8269,3.77546,5.12073,5.75911,2.52155,7.27025,5.79238,8.79094,0.75183,5.79154,7.52438,2.92002,5.77577,6.28926,5.1003,5.76973,5.04448,7.27628,5.77592,-0.00995,1.45729,1.89435,-1.25059,3.62716,1.94703,-2.51629,5.8177,1.91391,-3.7788,7.99858,1.90143,2.50538,1.44745,1.92026,1.25057,3.62223,1.92329,0.0165,5.80957,1.9221,-1.25745,7.97157,1.94098,5.03216,1.4456,1.93093,3.76148,3.63388,1.93829,2.52997,5.7992,1.92401,1.28197,7.96181,1.91016,7.54376,1.45134,1.93266,6.27771,3.63454,1.91614,5.02691,5.81108,1.93237,3.77552,8.00407,1.93161,1.2661,0.72115,1.92301,-0.00158,2.90697,1.94017,-1.25532,5.09211,1.94174,-2.51282,7.27168,1.91039,3.77337,0.72429,1.95392,2.50347,2.89937,1.92271,1.26283,5.0726,1.88706,0.01661,7.25459,1.92655,6.29436,0.72104,1.91998,5.01309,2.90054,1.92444,3.79225,5.07521,1.96111,2.52618,7.24406,1.90645,8.79976,0.73294,1.93642,7.54122,2.9027,1.92146,6.28174,5.08108,1.94248,5.02134,7.26359,1.91641,0.01071,1.46889,5.80732,-1.24517,3.63962,5.76361,-2.50445,5.81959,5.78262,-3.74896,7.98771,5.79251,2.51726,1.4595,5.76897,1.26605,3.65337,5.74774,0.007,5.81546,5.81628,-1.24676,7.98958,5.79247,5.02967,1.46724,5.81058,3.77717,3.64494,5.7804,2.50652,5.82436,5.7947,1.26289,7.99893,5.77421,7.53334,1.46527,5.75391,6.28239,3.64134,5.80681,5.03017,5.82409,5.74588,3.77674,7.99417,5.78908
1.26336,0.74904,5.82235,0.00973,2.91691,5.77762,-1.2479,5.08385,5.78244,-2.49566,7.2569,5.76715,3.77753,0.74043,5.79087,2.52557,2.90736,5.77223,1.25731,5.09203,5.79982,0.00726,7.26677,5.79636,6.28154,0.73528,5.77644,5.03454,2.91703,5.82988,3.77424,5.1173,5.75756,2.5206,7.27134,5.7886,8.78408,0.7498,5.79793,7.52358,2.92029,5.77769,6.29273,5.10324,5.77547,5.04882,7.28678,5.77569,-0.00379,1.45581,1.89506,-1.25206,3.63248,1.94734,-2.51576,5.81393,1.91091,-3.77266,7.9955,1.90298,2.50825,1.44624,1.92474,1.24675,3.62276,1.91981,0.01719,5.80819,1.91845,-1.2625,7.97467,1.94114,5.03112,1.44578,1.92148,3.75873,3.63395,1.94343,2.5249,5.78944,1.92517,1.27904,7.96576,1.91274,7.54187,1.45381,1.93629,6.27938,3.63922,1.9094,5.02642,5.81752,1.92629,3.77323,7.99672,1.92203,1.25726,0.71915,1.91923,-0.0045,2.90434,1.94343,-1.25124,5.08894,1.94105,-2.51424,7.27093,1.91176,3.77419,0.72753,1.95725,2.50775,2.89687,1.91854,1.26271,5.08072,1.89221,0.01848,7.25077,1.92539,6.28973,0.71571,1.91657,5.01356,2.90255,1.92319,3.77808,5.0722,1.96473,2.52409,7.24225,1.91011,8.80084,0.73097,1.93766,7.53993,2.90055,1.91878,6.28748,5.07624,1.9446,5.02659,7.25614,1.92106,0.00559,1.46451,5.81517,-1.24539,3.63947,5.77059,-2.50179,5.8236,5.78906,-3.74206,7.98937,5.7872,2.52175,1.46313,5.76971,1.26243,3.65005,5.7544,0.01165,5.81493,5.81531,-1.24826,7.99059,5.78886,5.02717,1.46502,5.81435,3.77149,3.65059,5.77674,2.51006,5.82677,5.79361,1.26621,7.99461,5.77242,7.53579,1.46913,5.75569,6.27818,3.65539,5.80676,5.03125,5.82513,5.74393,3.77963,7.9976,5.79
1.26836,0.74725,5.82251,0.00113,2.90895,5.77643,-1.23857,5.08102,5.8072,-2.48201,7.2768,5.791,3.77061,0.74851,5.81429,2.50982,2.93494,5.77503,1.26508,5.09361,5.78182,-0.00138,7.25958,5.79383,6.28172,0.75866,5.77442,5.02047,2.92522,5.80766,3.78532,5.10169,5.779,2.51938,7.29151,5.78335,8.79523,0.75251,5.82424,7.52977,2.94064,5.78812,6.28543,5.12914,5.78257,5.047,7.28947,5.77152,-0.00503,1.4458,1.94223,-1.26074,3.63151,1.96191,-2.50381,5.81653,1.92102,-3.76774,7.96741,1.92904,2.50759,1.44724,1.93743,1.25352,3.62768,1.89681,0.01079,5.80914,1.89572,-1.2487,7.98781,1.94488,5.02984,1.44937,1.91835,3.76494,3.61984,1.96509,2.52267,5.79025,1.95371,1.26076,7.97592,1.91598,7.54598,1.46273,1.92332,6.27305,3.62965,1.90968,5.048,5.79215,1.93939,3.77582,7.96565,1.92599,1.2531,0.71961,1.91669,-0.00912,2.90981,1.94897,-1.24378,5.09584,1.95212,-2.52272,7.25815,1.8979,3.77855,0.728,1.95846,2.50728,2.88672,1.924,1.25027,5.08323,1.89817,0.00198,7.2548,1.91403,6.29204,0.73288,1.92262,5.01597,2.90236,1.91445,3.78231,5.07166,1.97031,2.53305,7.2457,1.90392,8.78703,0.72772,1.96495,7.52554,2.91547,1.90541,6.28447,5.08258,1.92295,5.04153,7.24866,1.92085,-0.00795,1.46861,5.84255,-1.25295,3.64467,5.79781,-2.49088,5.8115,5.80948,-3.7479,8.00388,5.78936,2.50947,1.48503,5.78681,1.26976,3.64223,5.7749,0.01116,5.80959,5.82927,-1.24352,7.98796,5.77459,5.02707,1.47581,5.83839,3.76272,3.64457,5.76914,2.51222,5.82866,5.80033,1.25959,7.99726,5.77463,7.53389,1.48914,5.75967,6.27847,3.66518,5.80129,5.03091,5.84767,5.76148,3.7821,8.00821,5.81977
1.2613,0.73791,5.80735,0.00726,2.91516,5.78227,-1.25154,5.09603,5.8046,-2.47702,7.27941,5.79862,3.77449,0.74933,5.82216,2.50256,2.93422,5.78416,1.27197,5.1011,5.77465,0.00757,7.27209,5.78255,6.29308,0.76173,5.77169,5.01336,2.91702,5.80606,3.77766,5.11621,5.7803,2.522,7.29123,5.76791,8.79494,0.76457,5.80981,7.52529,2.94212,5.78911,6.28463,5.12655,5.78223,5.03806,7.28776,5.77637,0.0026,1.43813,1.9541,-1.25714,3.62339,1.96156,-2.50944,5.81614,1.91569,-3.76576,7.96288,1.93623,2.49457,1.44875,1.93663,1.25384,3.62358,1.89598,-3e-05,5.80771,1.90739,-1.25434,7.97329,1.94683,5.02729,1.44915,1.91606,3.76442,3.625,1.97556,2.52194,5.7969,1.95943,1.26419,7.98595,1.91577,7.52808,1.46224,1.90921,6.27126,3.63597,1.91009,5.04611,5.78644,1.94507,3.77415,7.97155,1.94055,1.26883,0.71662,1.92257,-0.00821,2.90157,1.94015,-1.24728,5.10254,1.95083,-2.50666,7.25645,1.88881,3.77887,0.72361,1.96018,2.50262,2.89852,1.92595,1.24753,5.07667,1.89339,-0.00429,7.25478,1.90661,6.28686,0.73954,1.92291,5.02374,2.89587,1.90803,3.78706,5.07529,1.97534,2.51649,7.24416,1.91074,8.79027,0.7283,1.96693,7.52734,2.91499,1.89684,6.2864,5.0727,1.9237,5.04034,7.23954,1.93478,-0.00039,1.47197,5.85111,-1.2544,3.64914,5.80057,-2.49187,5.81189,5.79884,-3.74563,8.00393,5.79466,2.5055,1.49367,5.79488,1.26256,3.64616,5.784,0.01433,5.8068,5.83272,-1.25336,7.99764,5.77449,5.02087,1.48746,5.8485,3.7601,3.64566,5.76011,2.504,5.82415,5.80071,1.2475,8.00836,5.77385,7.53164,1.48374,5.76604,6.27371,3.6599,5.78455,5.02698,5.83818,5.76748,3.79371,8.00849,5.8272
1.27812,0.74753,5.78781,-0.00212,2.92644,5.82892,-1.25311,5.10327,5.83393,-2.49826,7.28309,5.78088,3.77402,0.75207,5.81426,2.51059,2.91667,5.79573,1.25146,5.0957,5.78749,0.02097,7.28056,5.78114,6.2708,0.75597,5.79067,5.01888,2.92545,5.79489,3.76399,5.09556,5.76406,2.50667,7.289,5.7511,8.80767,0.77137,5.78417,7.52841,2.91998,5.78487,6.28146,5.09694,5.76633,5.02783,7.28903,5.79334,0.01038,1.43012,1.95519,-1.26675,3.6426,1.94097,-2.51617,5.79045,1.9279,-3.74114,7.96262,1.92882,2.53381,1.45901,1.92495,1.24677,3.62247,1.91529,0.01577,5.8009,1.9308,-1.26582,7.97627,1.93073,5.01339,1.43829,1.93495,3.76422,3.63707,1.95839,2.49685,5.80604,1.93037,1.24607,7.98169,1.93314,7.52526,1.46884,1.89701,6.28758,3.61851,1.9141,5.02285,5.79457,1.9543,3.75462,7.97529,1.9368,1.27991,0.7092,1.92729,-0.00354,2.89241,1.92322,-1.25791,5.09289,1.94613,-2.49805,7.23401,1.90564,3.75548,0.73185,1.96159,2.50091,2.9061,1.92469,1.25398,5.07992,1.89501,0.00298,7.27113,1.89695,6.26386,0.72754,1.92004,5.02743,2.91062,1.9167,3.76911,5.08141,1.99156,2.51063,7.24977,1.92512,8.78531,0.73397,1.97336,7.54504,2.91871,1.90118,6.29606,5.07755,1.94235,5.03821,7.22779,1.96907,0.02327,1.47415,5.83843,-1.25767,3.6457,5.78657,-2.5034,5.83021,5.78538,-3.75134,7.99079,5.79591,2.51679,1.47624,5.80005,1.23493,3.66251,5.78978,0.00047,5.82812,5.81052,-1.24847,8.01547,5.76222,5.0266,1.47673,5.85061,3.76462,3.64551,5.77863,2.51316,5.81988,5.79212,1.26603,8.01462,5.74508,7.54304,1.47354,5.76577,6.26245,3.65105,5.73593,5.02521,5.82332,5.78021,3.75371,8.01941,5.79297
